,id1,id2
808,137,3626
809,137,3670
810,137,3995
811,137,4490
812,137,4984
813,137,6531
814,137,7718
815,137,8527
816,137,9042
817,137,9236
818,138,962
819,138,3429
820,138,3681
821,138,4437
822,138,6358
823,138,9045
824,139,1335
825,139,7538
826,139,7905
827,139,8301
828,140,1754
829,140,7414
830,140,8021
831,140,8892
832,141,4119
833,141,6504
834,141,6784
835,141,7489
836,141,8716
837,142,2380
838,142,2807
839,142,2930
840,142,3832
841,142,3984
842,142,6076
843,142,6945
844,143,1980
845,143,2078
846,143,8172
847,144,1077
848,144,1509
849,144,1831
850,144,1834
851,144,6077
852,144,6447
853,144,6780
854,144,6962
855,144,6988
856,144,7473
857,144,9080
858,145,308
859,145,885
860,145,3442
861,145,3548
862,145,5304
863,145,5402
864,145,8015
865,145,8460
866,146,1442
867,146,2777
868,146,2803
869,146,9046
870,146,9129
871,147,400
872,147,773
873,147,809
874,147,2018
875,147,4055
876,147,4870
877,147,5748
878,147,8010
879,147,8140
880,147,8284
881,148,1295
882,148,1580
883,148,2852
884,148,3786
885,148,4250
886,148,4548
887,148,7829
888,148,8385
889,149,1493
890,149,2213
891,149,3906
892,149,4806
893,149,5503
894,149,8124
895,150,781
896,150,1945
897,150,3996
898,150,5626
899,150,6684
900,150,7940
901,150,8459
902,151,7741
903,152,1255
904,152,1407
905,152,2122
906,152,2515
907,152,8416
908,152,8438
909,153,1327
910,153,3030
911,153,4045
912,153,6378
913,154,837
914,154,2382
915,154,2481
916,154,2810
917,154,8311
918,154,9008
919,155,212
920,155,4237
921,155,6101
922,155,7524
923,156,2458
924,156,3094
925,156,3632
926,156,7284
927,156,8065
928,157,597
929,157,919
930,157,1056
931,157,1459
932,157,1711
933,157,2506
934,157,3909
935,157,7360
936,157,7684
937,157,7997
938,157,8468
939,158,826
940,158,1430
941,158,9239
942,159,826
943,159,1430
944,159,9239
945,160,826
946,160,1430
947,160,9239
948,161,826
949,161,1430
950,161,9239
951,162,826
952,162,1430
953,162,9239
954,163,826
955,163,1430
956,163,9239
957,164,826
958,164,1430
959,164,9239
960,165,826
961,165,1430
962,165,9239
963,166,644
964,166,826
965,166,1430
966,166,9239
967,167,1919
968,167,3628
969,167,5966
970,167,8379
971,168,612
972,169,2053
973,169,5807
974,170,1448
975,170,6415
976,170,8346
977,170,8348
978,171,830
979,171,2563
980,171,3840
981,171,4804
982,171,5771
983,171,6818
984,171,7160
985,171,7590
986,171,7808
987,171,8165
988,171,8254
989,172,2690
990,172,5016
991,172,5996
992,172,7183
993,172,8110
994,172,9047
995,173,717
996,173,1839
997,173,2445
998,173,2673
999,173,3399
1000,173,3400
1001,173,9009
1002,173,9199
1003,174,633
1004,174,2259
1005,174,6449
1006,174,6652
1007,174,8326
1008,175,643
1009,175,1152
1010,175,4899
1011,175,5965
1012,175,7363
1013,175,7430
1014,176,297
1015,176,3364
1016,176,3645
1017,176,3672
1018,176,9186
1019,176,9193
1020,177,512
1021,178,3483
1022,178,3873
1023,178,4013
1024,178,4681
1025,178,4696
1026,178,5786
1027,179,881
1028,179,1768
1029,179,1800
1030,179,3765
1031,179,5060
1032,179,6916
1033,179,6985
1034,179,7405
1035,179,7727
1036,180,826
1037,180,1430
1038,180,9239
1039,181,826
1040,181,1430
1041,181,9239
1042,182,3889
1043,182,3891
1044,183,3513
1045,183,4131
1046,183,4244
1047,184,961
1048,184,2117
1049,184,4603
1050,184,4858
1051,184,8018
1052,185,846
1053,185,4064
1054,185,5551
1055,185,6811
1056,185,8689
1057,186,4049
1058,186,4144
1059,186,5858
1060,186,7872
1061,186,8966
1062,186,9205
1063,187,304
1064,187,738
1065,187,1163
1066,187,1823
1067,187,2120
1068,187,2329
1069,187,3037
1070,187,3194
1071,187,3520
1072,187,3817
1073,187,4184
1074,187,4888
1075,187,5067
1076,187,5198
1077,187,5356
1078,187,5369
1079,187,5499
1080,187,5600
1081,187,5610
1082,187,5637
1083,187,5681
1084,187,5785
1085,187,6064
1086,187,6423
1087,187,7558
1088,187,8613
1089,187,9049
1090,187,9131
1091,188,1545
1092,188,2377
1093,188,2458
1094,188,2829
1095,188,3094
1096,188,4384
1097,188,7311
1098,188,8154
1099,189,421
1100,189,1097
1101,189,2231
1102,189,3582
1103,189,4536
1104,189,4791
1105,189,4792
1106,189,5464
1107,189,5923
1108,189,7826
1109,189,8885
1110,190,1366
1111,190,2627
1112,190,2938
1113,190,2939
1114,190,3285
1115,190,5781
1116,190,6327
1117,190,6739
1118,191,2354
1119,191,3895
1120,191,4902
1121,191,8842
1122,192,838
1123,192,1355
1124,192,1451
1125,192,1641
1126,192,3622
1127,192,4873
1128,192,5756
1129,192,7329
1130,192,7888
1131,192,8159
1132,192,8579
1133,193,1231
1134,193,2421
1135,193,2858
1136,193,5416
1137,193,7593
1138,194,4448
1139,194,4449
1140,194,6794
1141,195,3162
1142,195,6491
1143,195,6755
1144,195,7222
1145,195,8123
1146,196,3251
1147,196,4117
1148,196,4446
1149,196,6413
1150,197,1155
1151,197,1874
1152,198,5243
1153,199,1760
1154,199,6841
1155,199,6933
1156,199,8629
1157,200,634
1158,200,1070
1159,200,2230
1160,200,2757
1161,200,4158
1162,200,4309
1163,200,5325
1164,200,5389
1165,200,5943
1166,200,6492
1167,200,6580
1168,200,6788
1169,200,7084
1170,200,8857
1171,200,8942
1172,200,8985
1173,201,342
1174,201,1393
1175,201,8189
1176,201,8257
1177,202,1525
1178,202,2320
1179,202,3366
1180,202,3618
1181,202,5533
1182,202,6201
1183,202,6315
1184,202,8808
1185,203,1302
1186,204,2028
1187,204,3586
1188,204,4012
1189,204,6477
1190,204,8584
1191,205,4590
1192,206,2828
1193,206,3153
1194,206,5842
1195,206,6410
1196,206,6562
1197,207,812
1198,207,2927
1199,207,3664
1200,207,5665
1201,207,5715
1202,207,7906
1203,207,8339
1204,208,2988
1205,208,7028
1206,208,7459
1207,208,8034
1208,209,2225
1209,209,2930
1210,209,4035
1211,209,6424
1212,209,9004
1213,210,593
1214,210,1550
1215,210,5623
1216,210,8273
1217,210,8457
1218,211,611
1219,211,1101
1220,211,1353
1221,211,1394
1222,211,1510
1223,211,1604
1224,211,1662
1225,211,1765
1226,211,1810
1227,211,1913
1228,211,2301
1229,211,3244
1230,211,3886
1231,211,4573
1232,211,4865
1233,211,5108
1234,211,5113
1235,211,5229
1236,211,5539
1237,211,5556
1238,211,5839
1239,211,5914
1240,211,6539
1241,211,6672
1242,211,6966
1243,211,6974
1244,211,7047
1245,211,7744
1246,211,8316
1247,211,8332
1248,211,9280
1249,212,3212
1250,212,5188
1251,212,8597
1252,213,593
1253,213,3900
1254,213,5249
1255,213,5623
1256,213,8457
1257,214,533
1258,214,2227
1259,214,3069
1260,214,5593
1261,214,8808
1262,215,1339
1263,215,1428
1264,215,2635
1265,215,2900
1266,215,4077
1267,215,6144
1268,216,332
1269,216,719
1270,216,2205
1271,216,3042
1272,216,3624
1273,216,3673
1274,216,3878
1275,216,6693
1276,216,6909
1277,216,8508
1278,216,8631
1279,216,8771
1280,217,679
1281,217,1530
1282,217,2589
1283,218,2290
1284,218,2644
1285,218,5118
1286,219,1521
1287,219,1969
1288,219,3237
1289,219,4014
1290,219,4933
1291,219,5314
1292,219,6149
1293,219,6199
1294,220,1409
1295,220,2577
1296,220,2578
1297,220,4495
1298,220,5439
1299,220,7117
1300,220,8726
1301,220,9018
1302,220,9088
1303,221,222
1304,221,223
1305,221,3329
1306,221,9018
1307,221,9090
1308,222,223
1309,222,2578
1310,222,9018
1311,222,9088
1312,222,9090
1313,223,9018
1314,223,9088
1315,223,9090
1316,224,320
1317,224,1180
1318,224,1322
1319,224,4620
1320,224,6032
1321,224,6033
1322,224,6050
1323,224,6707
1324,224,8952
1325,225,2277
1326,225,4197
1327,225,5685
1328,225,8990
1329,226,326
1330,226,2742
1331,226,4170
1332,226,4219
1333,226,6735
1334,226,7005
1335,226,7067
1336,226,7072
1337,226,9140
1338,227,3080
1339,227,6266
1340,227,6625
1341,228,230
1342,228,2052
1343,228,9042
1344,228,9236
1345,229,230
1346,229,2052
1347,229,2872
1348,229,3670
1349,229,3995
1350,229,9042
1351,229,9236
1352,230,735
1353,230,1332
1354,230,3156
1355,230,3670
1356,230,3995
1357,230,4984
1358,230,9042
1359,230,9236
1360,231,1652
1361,231,2096
1362,231,7387
1363,231,7493
1364,231,8384
1365,232,234
1366,232,237
1367,232,2847
1368,232,3781
1369,232,3786
1370,233,836
1371,233,1578
1372,233,2096
1373,233,4297
1374,233,8381
1375,234,1295
1376,234,1653
1377,234,2096
1378,234,3781
1379,234,4251
1380,234,8752
1381,235,1579
1382,235,3786
1383,235,4297
1384,235,7387
1385,235,8336
1386,236,237
1387,236,1654
1388,236,2847
1389,236,3786
1390,236,8384
1391,237,1654
1392,237,2847
1393,237,2850
1394,237,2853
1395,237,3786
1396,238,402
1397,238,716
1398,238,2709
1399,238,6278
1400,238,6639
1401,239,6246
1402,239,7772
1403,240,571
1404,240,2212
1405,240,2510
1406,240,4546
1407,240,7018
1408,240,7135
1409,240,7209
1410,240,7976
1411,240,8388
1412,240,8449
1413,241,575
1414,241,841
1415,241,2944
1416,241,3140
1417,241,3541
1418,241,3853
1419,241,3966
1420,241,5279
1421,241,6767
1422,241,7341
1423,241,7379
1424,241,7397
1425,241,7527
1426,241,7604
1427,241,8375
1428,242,292
1429,242,611
1430,242,5512
1431,242,6197
1432,242,7274
1433,243,774
1434,243,1410
1435,243,1630
1436,243,4965
1437,243,7317
1438,244,2029
1439,244,2436
1440,244,2869
1441,244,4324
1442,244,9123
1443,245,660
1444,245,1837
1445,245,5072
1446,246,402
1447,246,716
1448,246,873
1449,246,2103
1450,246,2330
1451,246,2709
1452,246,3854
1453,246,5120
1454,246,5412
1455,246,5414
1456,246,5570
1457,246,5971
1458,246,6278
1459,246,6639
1460,246,7683
1461,246,7821
1462,247,5901
1463,247,6918
1464,247,7704
1465,247,8096
1466,248,249
1467,248,984
1468,248,2817
1469,248,4457
1470,248,4458
1471,248,4460
1472,248,7592
1473,248,8882
1474,249,984
1475,249,2817
1476,249,4040
1477,249,4457
1478,249,4458
1479,249,4459
1480,249,4461
1481,249,7706
1482,250,381
1483,250,963
1484,250,4728
1485,250,6453
1486,250,7398
1487,250,8404
1488,250,8707
1489,251,1272
1490,251,3753
1491,251,6608
1492,251,7182
1493,251,7185
1494,251,8940
1495,252,992
1496,252,7064
1497,252,8745
1498,252,8937
1499,253,375
1500,253,1923
1501,253,7969
1502,253,8004
1503,253,8505
1504,254,295
1505,254,318
1506,254,639
1507,254,996
1508,254,1069
1509,254,2514
1510,254,3788
1511,254,4186
1512,254,6881
1513,254,7292
1514,254,8477
1515,255,1825
1516,255,3863
1517,255,3992
1518,255,4785
1519,256,4027
1520,256,4320
1521,256,5963
1522,256,6663
1523,256,8840
1524,257,560
1525,257,974
1526,257,1804
1527,257,3505
1528,257,3594
1529,257,4027
1530,257,4320
1531,257,4360
1532,257,4852
1533,257,5297
1534,257,5962
1535,257,5963
1536,257,6273
1537,257,6663
1538,257,7187
1539,257,7745
1540,257,7782
1541,257,8304
1542,257,8686
1543,257,8840
1544,258,583
1545,258,960
1546,258,1534
1547,258,1988
1548,258,2011
1549,258,2439
1550,258,2684
1551,258,2818
1552,258,2922
1553,258,2929
1554,258,4029
1555,258,4827
1556,258,5676
1557,258,5808
1558,258,7110
1559,258,7958
1560,258,8116
1561,258,8593
1562,258,9269
1563,259,727
1564,259,997
1565,259,5112
1566,259,6303
1567,259,8282
1568,260,562
1569,260,1000
1570,260,1422
1571,260,2469
1572,260,2527
1573,260,3763
1574,260,4835
1575,261,4965
1576,261,6282
1577,261,7317
1578,261,8063
1579,261,8739
1580,262,1395
1581,262,3323
1582,262,8429
1583,262,8741
1584,263,1127
1585,263,2509
1586,263,3922
1587,263,4280
1588,263,4895
1589,264,696
1590,264,906
1591,264,976
1592,264,1547
1593,264,1875
1594,264,2217
1595,264,2270
1596,264,4021
1597,264,4227
1598,264,4375
1599,264,5305
1600,264,5321
1601,264,7705
1602,264,7743
1603,264,7975
1604,264,8317
1605,264,8535
1606,264,8822
1607,265,2320
1608,265,3069
1609,265,5255
1610,265,5593
1611,265,8808
1612,266,2119
1613,266,2177
1614,266,2183
1615,266,2186
1616,266,5547
1617,266,6156
1618,266,6457
1619,266,6582
1620,266,7663
1621,266,8115
1622,266,8362
1623,266,8860
1624,266,8993
1625,267,1255
1626,267,1566
1627,267,2122
1628,267,8438
1629,267,8554
1630,268,3255
1631,268,5893
1632,269,2170
1633,269,2353
1634,269,7693
1635,270,525
1636,270,1294
1637,270,1923
1638,270,4054
1639,270,4765
1640,270,7969
1641,270,8505
1642,270,8901
1643,271,1434
1644,271,5518
1645,272,2168
1646,272,3697
1647,272,5849
1648,272,6530
1649,273,345
1650,273,366
1651,273,1935
1652,273,3528
1653,273,4914
1654,273,6428
1655,273,7128
1656,273,7425
1657,273,7770
1658,274,373
1659,274,416
1660,274,697
1661,274,2763
1662,274,4390
1663,274,4788
1664,274,5997
1665,274,7359
1666,275,1754
1667,275,4512
1668,275,4818
1669,275,8892
1670,276,1998
1671,276,5892
1672,276,6462
1673,277,3415
1674,277,4198
1675,277,4842
1676,277,7779
1677,277,8548
1678,278,1944
1679,278,5967
1680,278,6186
1681,278,6536
1682,278,7261
1683,279,1721
1684,279,4180
1685,279,4696
1686,279,6115
1687,280,2715
1688,280,4666
1689,280,6464
1690,280,7204
1691,281,1212
1692,281,2719
1693,281,6804
1694,281,6918
1695,282,299
1696,282,617
1697,282,6444
1698,282,8027
1699,282,8619
1700,283,1897
1701,283,3939
1702,283,5439
1703,283,6277
1704,283,9018
1705,284,459
1706,284,532
1707,284,1024
1708,284,3477
1709,284,4257
1710,284,4578
1711,284,4908
1712,284,5235
1713,284,6010
1714,284,6089
1715,284,6214
1716,284,7462
1717,284,8265
1718,284,8276
1719,284,9267
1720,285,2919
1721,285,3170
1722,285,4591
1723,285,5615
1724,285,6838
1725,285,7583
1726,286,1267
1727,286,1502
1728,286,2218
1729,286,3127
1730,286,3138
1731,286,5037
1732,286,6366
1733,286,7278
1734,286,7376
1735,286,7562
1736,286,9249
1737,287,692
1738,287,4168
1739,287,4875
1740,287,7356
1741,287,7445
1742,287,7721
1743,288,1044
1744,288,2397
1745,288,3271
1746,288,4169
1747,288,4478
1748,288,5776
1749,289,337
1750,289,1199
1751,289,6968
1752,290,3415
1753,290,4198
1754,290,4842
1755,290,8548
1756,290,8717
1757,291,2347
1758,291,2369
1759,291,2835
1760,291,3230
1761,291,7052
1762,292,1348
1763,292,1464
1764,292,1882
1765,292,2301
1766,292,4404
1767,292,5113
1768,292,5498
1769,292,5512
1770,292,6197
1771,292,6571
1772,292,6927
1773,292,7274
1774,292,7972
1775,292,8596
1776,292,8825
1777,293,3387
1778,293,6535
1779,293,7194
1780,294,1282
1781,294,1489
1782,294,4245
1783,294,5338
1784,294,5411
1785,294,5615
1786,294,6826
1787,294,6838
1788,294,7258
1789,294,7522
1790,295,639
1791,295,996
1792,295,2136
1793,295,2514
1794,295,3088
1795,295,4137
1796,295,4296
1797,295,5824
1798,295,6881
1799,295,7791
1800,295,7823
1801,296,462
1802,296,2457
1803,296,4483
1804,296,5844
1805,296,6421
1806,296,6776
1807,297,2166
1808,297,3364
1809,297,3672
1810,297,9175
1811,297,9186
1812,298,2023
1813,298,2289
1814,298,3192
1815,298,6673
1816,298,7391
1817,298,8187
1818,298,8804
1819,299,4373
1820,299,4777
1821,299,6164
1822,299,7269
1823,299,7657
1824,300,1617
1825,300,1790
1826,300,2114
1827,300,2255
1828,300,3151
1829,300,7288
1830,300,7672
1831,300,7710
1832,301,593
1833,301,1550
1834,301,1794
1835,301,3900
1836,301,5623
1837,302,591
1838,302,1881
1839,302,2154
1840,302,3171
1841,302,5946
1842,302,7602
1843,302,9107
1844,303,992
1845,303,1799
1846,303,3740
1847,303,3935
1848,303,4351
1849,303,5684
1850,303,5794
1851,303,7064
1852,303,8745
1853,304,738
1854,304,5198
1855,304,5785
1856,304,9049
1857,305,1036
1858,305,1147
1859,305,1889
1860,305,3748
1861,305,4726
1862,305,5468
1863,305,5495
1864,305,7869
1865,305,9030
1866,306,3955
1867,306,4688
1868,306,4864
1869,306,5319
1870,306,6030
1871,307,505
1872,307,2502
1873,307,4982
1874,307,6653
1875,307,8492
1876,308,3442
1877,308,3548
1878,308,5303
1879,308,5304
1880,308,5402
1881,308,6276
1882,308,8015
1883,308,8460
1884,309,1896
1885,309,2350
1886,309,4776
1887,309,7539
1888,309,8761
1889,310,2502
1890,310,3792
1891,310,4982
1892,310,6451
1893,310,8492
1894,311,1873
1895,311,1912
1896,311,2958
1897,311,6185
